Apps,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,PoM,Off,Based,Tck R,CA,Gls/xG,Dist/Mins,Value
31.0,80.48387096774194,190.0,80.0,23,6.64,1.0,0.09,0.0,0.8,0.04,0.0,0.25,0.89,0.28,0.29,209.3,0.74,2.0,31.0,0.79,57.0,0.0,2.0,Brazil (Brasileiro Série A),0.89,122,1.25,0.0838877755511022,2475000.0
16.0,84.625,179.0,71.0,26,7.28,4.0,0.35,0.0,2.47,1.01,0.33,0.93,0.89,0.33,0.2,185.6,0.37,0.0,30.0,1.46,13.0,3.0,0.0,Holland (Eredivisie),0.74,133,1.6194331983805668,0.1370753323485967,16500000.0
12.0,88.75,174.0,71.0,29,6.78,0.0,0.0,0.0,0.36,0.0,0.08,0.85,0.88,0.33,0.25,132.0,0.69,2.0,27.0,1.1,16.0,0.0,1.0,Italy (Serie B),0.78,113,0.0,0.1239436619718309,1425000.0
13.0,89.3076923076923,199.0,92.0,28,7.21,1.0,0.23,0.0,0.86,0.09,0.08,0.08,0.91,0.0,0.16,111.6,0.86,1.0,18.0,1.47,94.0,0.0,0.0,Denmark (Superliga),0.9,121,1.162790697674419,0.0961240310077519,935000.0
13.0,90.0,180.0,76.0,21,6.78,0.0,0.0,0.0,0.2,0.15,0.08,1.46,0.92,0.14,0.46,160.9,0.75,0.0,20.0,2.77,48.0,0.0,0.0,France (Ligue 1),0.83,116,0.0,0.1375213675213675,1812500.0
17.0,85.29411764705883,178.0,66.0,22,7.11,0.0,0.22,0.0,1.23,0.79,0.12,1.18,0.94,0.0,0.0,205.4,0.77,2.0,11.0,1.12,42.0,0.0,2.0,Portugal (Primeira Liga),0.85,133,0.0,0.1416551724137931,12100000.0
11.0,99.9090909090909,188.0,76.0,26,7.13,0.0,0.25,0.0,0.4,0.33,0.0,0.08,0.95,0.0,0.0,124.3,0.8,2.0,7.0,2.95,105.0,0.0,0.0,France (Ligue 1),0.82,127,0.0,0.1131028207461328,4400000.0
11.0,95.36363636363636,183.0,80.0,27,6.78,1.0,0.25,0.0,1.47,0.0,0.0,0.09,0.93,0.5,0.17,122.9,0.82,2.0,13.0,1.89,87.0,1.0,1.0,France (Ligue 1),0.6,125,0.6802721088435374,0.1171591992373689,3075000.0
34.0,84.97058823529412,174.0,70.0,27,6.93,6.0,0.47,0.0,2.6,0.2,0.09,1.12,0.86,0.2,0.0,278.2,0.64,1.0,11.0,0.81,66.0,1.0,2.0,U.S.A. (MLS),0.71,120,2.3076923076923075,0.0962962962962963,2587500.0
12.0,90.75,187.0,83.0,24,6.86,0.0,0.0,0.0,0.3,0.36,0.17,0.58,0.9,0.0,0.17,156.3,0.82,0.0,19.0,1.32,33.0,1.0,0.0,Holland (Eredivisie),0.59,118,0.0,0.1435261707988981,1762500.0
36.0,88.69444444444444,171.0,69.0,29,7.25,3.0,0.38,0.0,0.61,0.74,0.08,0.31,0.86,0.0,0.03,173.2,0.6,2.0,49.0,0.39,32.0,1.0,1.0,U.S.A. (MLS),0.89,119,4.918032786885246,0.0542436580018791,1265000.0
26.0,96.42307692307692,186.0,82.0,22,7.0,1.0,0.11,0.0,1.05,1.84,0.04,0.25,0.96,0.0,0.22,295.5,0.81,8.0,17.0,2.3,228.0,2.0,1.0,U.S.A. (MLS),0.81,115,0.9523809523809524,0.1178699641005185,3750000.0
14.0,88.14285714285714,186.0,80.0,27,7.2,0.0,0.14,0.0,0.2,0.1,0.22,0.8,0.87,0.32,0.22,121.6,0.84,4.0,10.0,2.19,54.0,2.0,1.0,Argentina (Liga Profesional),0.89,122,0.0,0.0985413290113452,1320000.0
15.0,92.0,185.0,78.0,26,6.91,0.0,0.25,0.0,0.29,0.07,0.0,0.33,0.92,0.0,0.2,157.5,0.77,1.0,14.0,2.09,139.0,0.0,1.0,Italy (Serie A),0.9,127,0.0,0.1141304347826086,1100000.0
16.0,83.1875,175.0,69.0,33,7.1,0.0,0.08,0.0,0.73,1.15,0.34,1.35,0.81,0.3,0.88,134.7,0.6,0.0,27.0,1.35,22.0,0.0,3.0,Mexico (Liga BBVA MX),0.76,125,0.0,0.1012021036814425,605000.0
12.0,77.58333333333333,192.0,83.0,30,7.23,2.0,0.4,0.0,0.83,0.0,0.19,0.29,0.86,0.0,0.0,51.4,0.75,1.0,6.0,1.26,53.0,0.0,0.0,Denmark (Superliga),0.92,116,2.409638554216868,0.0552094522019334,605000.0
17.0,84.58823529411765,182.0,78.0,20,6.92,0.0,0.27,0.0,1.11,0.48,0.06,0.38,0.94,0.33,0.19,166.7,0.71,4.0,16.0,2.44,163.0,0.0,0.0,Belgium (Pro League),0.71,128,0.0,0.1159248956884561,27500000.0
30.0,87.76666666666667,193.0,82.0,28,6.84,3.0,0.2,0.0,0.34,0.0,0.03,0.03,0.87,0.0,0.0,149.4,0.89,0.0,32.0,1.13,139.0,0.0,0.0,Brazil (Brasileiro Série A),1.0,121,8.823529411764705,0.0567413596657804,325000.0
34.0,78.44117647058823,188.0,80.0,29,7.1,2.0,0.38,0.0,0.41,0.03,0.03,0.17,0.93,0.33,0.07,266.8,0.82,3.0,25.0,1.35,194.0,0.0,1.0,U.S.A. (MLS),0.9,118,4.878048780487805,0.1000374953130858,1537500.0
34.0,77.91176470588235,174.0,72.0,26,6.84,1.0,0.27,0.0,1.48,0.14,0.07,1.43,0.87,0.26,0.24,307.9,0.74,1.0,27.0,1.02,51.0,0.0,0.0,U.S.A. (MLS),0.74,126,0.6756756756756757,0.1162325405813514,1155000.0
11.0,90.0,183.0,77.0,22,6.92,0.0,0.25,0.0,1.04,0.1,0.09,0.09,0.93,0.0,0.64,110.3,0.73,1.0,15.0,1.82,89.0,0.0,0.0,Italy (Serie B),0.58,114,0.0,0.1114141414141414,1500000.0
25.0,98.96,179.0,76.0,25,7.12,4.0,0.33,0.0,2.73,0.59,0.11,0.51,0.84,0.22,0.22,178.4,0.84,0.0,47.0,0.84,25.0,1.0,3.0,Brazil (Brasileiro Série A),0.78,134,1.465201465201465,0.0721099434114793,10400000.0
14.0,87.92857142857143,186.0,86.0,23,7.04,0.0,0.29,0.0,0.37,0.0,0.0,0.0,0.94,0.5,0.22,149.3,0.88,2.0,13.0,2.71,129.0,0.0,0.0,France (Ligue 1),0.73,129,0.0,0.1212835093419983,2700000.0
14.0,83.78571428571429,175.0,68.0,25,6.86,0.0,0.1,0.0,1.68,0.7,0.15,1.69,0.93,0.43,0.31,172.4,0.65,0.0,30.0,0.77,30.0,1.0,2.0,Holland (Eredivisie),0.8,128,0.0,0.1469735720375106,6150000.0
11.0,92.72727272727272,186.0,80.0,28,6.65,0.0,0.17,0.0,1.25,0.3,0.09,0.18,0.96,0.5,0.09,121.0,0.72,3.0,5.0,1.68,122.0,0.0,1.0,Italy (Serie B),0.77,116,0.0,0.1186274509803921,1925000.0
11.0,88.36363636363636,188.0,75.0,29,6.94,0.0,1.0,0.0,0.0,0.1,0.0,1.39,0.9,0.28,0.74,140.3,0.74,1.0,10.0,2.41,32.0,1.0,1.0,Italy (Serie B),0.89,116,0.0,0.1443415637860082,1975000.0
13.0,94.23076923076924,188.0,84.0,28,6.94,1.0,0.5,1.0,1.02,0.33,0.07,0.07,0.95,1.0,0.0,135.0,0.87,2.0,18.0,1.76,121.0,0.0,2.0,Portugal (Liga Portugal 2),0.6,120,0.9803921568627452,0.110204081632653,247500.0
15.0,90.0,196.0,93.0,32,6.74,0.0,0.2,0.0,1.75,0.0,0.0,0.13,0.94,1.0,0.0,150.6,0.81,1.0,12.0,2.93,138.0,0.0,1.0,France (Ligue 2),0.63,120,0.0,0.1115555555555555,116000.0
15.0,86.13333333333334,190.0,90.0,22,6.83,0.0,0.0,0.0,0.66,0.07,0.0,0.14,0.9,0.0,0.07,159.1,0.84,3.0,12.0,2.65,148.0,1.0,0.0,France (Ligue 2),0.81,100,0.0,0.1231424148606811,77500.0
11.0,84.0,188.0,82.0,25,7.25,0.0,0.0,0.0,0.49,0.12,0.19,0.39,0.93,1.0,0.19,102.3,0.78,3.0,6.0,2.63,82.0,2.0,0.0,Italy (Serie C/B),0.78,122,0.0,0.1107142857142857,1700000.0
13.0,91.3846153846154,175.0,71.0,31,6.89,0.0,0.2,0.0,0.34,0.1,0.15,0.61,0.87,0.37,0.23,112.0,0.66,1.0,16.0,1.21,14.0,0.0,1.0,Mexico (Liga BBVA MX),0.89,120,0.0,0.0942760942760942,302500.0
33.0,90.57575757575758,176.0,70.0,19,6.9,2.0,0.56,0.0,0.23,0.12,0.15,0.78,0.87,0.22,0.15,297.1,0.55,0.0,70.0,0.9,36.0,2.0,3.0,U.S.A. (MLS),0.65,134,8.695652173913043,0.0993977919036467,4075000.0
12.0,85.33333333333333,171.0,64.0,28,6.93,2.0,0.3,0.0,1.31,0.1,0.09,1.32,0.86,0.09,0.62,113.0,0.56,0.0,12.0,0.97,15.0,0.0,1.0,Mexico (Liga BBVA MX),1.0,131,1.5267175572519085,0.1103515625,5000000.0
11.0,87.0,176.0,69.0,25,6.5,0.0,0.2,0.0,0.0,1.1,0.0,0.75,0.85,0.21,0.09,77.7,0.77,1.0,19.0,1.22,28.0,0.0,2.0,Mexico (Liga BBVA MX),0.59,120,0.0,0.0811912225705329,1600000.0
11.0,90.0,188.0,77.0,24,6.94,0.0,0.0,0.0,0.39,0.1,0.0,0.27,0.9,1.0,0.0,116.5,0.78,2.0,5.0,2.64,97.0,0.0,1.0,Italy (Serie B),0.82,110,0.0,0.1176767676767676,1225000.0
12.0,92.5,185.0,82.0,21,7.06,0.0,0.14,0.0,1.84,0.16,0.24,0.73,0.93,0.0,0.0,150.8,0.7,1.0,7.0,1.38,44.0,1.0,1.0,Austria (Admiral Bundesliga),0.89,125,0.0,0.1358558558558558,8800000.0
17.0,86.82352941176471,184.0,75.0,23,7.09,0.0,0.33,0.0,1.31,0.25,0.0,0.0,0.94,0.0,0.0,170.3,0.76,7.0,21.0,3.23,150.0,0.0,0.0,Belgium (Pro League),0.92,125,0.0,0.1153794037940379,6300000.0
12.0,87.75,179.0,75.0,29,6.88,0.0,0.5,0.0,0.22,0.09,0.09,1.28,0.91,0.06,0.43,136.7,0.8,3.0,20.0,2.56,40.0,0.0,4.0,France (Ligue 1),0.9,118,0.0,0.1298195631528964,2362500.0
13.0,85.53846153846153,185.0,82.0,28,6.86,0.0,0.0,0.0,0.12,0.0,0.0,0.32,0.89,0.0,0.08,138.7,0.83,2.0,11.0,3.08,96.0,1.0,0.0,France (Ligue 1),1.0,120,0.0,0.1247302158273381,3850000.0
17.0,91.76470588235294,182.0,76.0,27,7.46,2.0,0.3,0.0,1.24,0.41,0.29,1.04,0.92,0.25,0.17,157.1,0.73,1.0,16.0,1.04,52.0,1.0,0.0,Israel (Ligat Ha'Al),0.79,124,1.6129032258064515,0.1007051282051282,1650000.0
17.0,84.70588235294117,190.0,78.0,29,7.06,0.0,0.0,0.0,0.22,0.33,0.0,0.25,0.93,0.0,0.0,170.0,0.83,1.0,18.0,2.25,142.0,0.0,2.0,Belgium (Pro League),0.8,128,0.0,0.1180555555555555,825000.0
11.0,91.0909090909091,185.0,76.0,30,7.12,0.0,0.2,0.0,2.12,0.41,0.18,0.81,0.9,0.25,0.27,139.5,0.72,0.0,13.0,0.9,12.0,1.0,1.0,Italy (Serie B),0.83,114,0.0,0.1392215568862275,1425000.0
12.0,69.41666666666667,188.0,76.0,24,6.84,1.0,0.33,0.0,0.66,0.12,0.43,0.54,0.92,0.0,0.54,111.5,0.63,0.0,17.0,1.51,10.0,0.0,0.0,Italy (Serie C/B),0.81,123,1.5151515151515151,0.1338535414165666,5250000.0
14.0,87.42857142857143,180.0,71.0,28,7.05,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.96,0.0,0.07,142.7,0.85,2.0,17.0,2.06,121.0,0.0,2.0,France (Ligue 1),0.87,124,0.0,0.1165849673202614,3725000.0
12.0,90.0,183.0,75.0,27,7.11,0.0,0.29,0.0,0.38,0.0,0.0,0.08,0.86,0.0,0.08,54.8,0.86,1.0,16.0,0.83,45.0,0.0,0.0,Denmark (Superliga),0.89,121,0.0,0.0507407407407407,1975000.0
13.0,87.15384615384616,178.0,77.0,26,6.75,1.0,0.17,0.0,0.74,0.0,0.16,0.56,0.9,0.33,0.32,107.9,0.72,0.0,19.0,0.71,12.0,0.0,0.0,Argentina (Liga Profesional),0.81,125,1.351351351351351,0.0952338923212709,2087500.0
11.0,83.54545454545455,170.0,65.0,29,7.04,0.0,0.5,0.0,0.97,0.1,0.2,1.27,0.89,0.16,0.49,120.6,0.58,0.0,23.0,1.37,25.0,0.0,0.0,France (Ligue 1),0.95,128,0.0,0.1312295973884657,4300000.0
11.0,84.9090909090909,190.0,85.0,27,6.95,0.0,0.29,0.0,1.31,0.64,0.1,1.06,0.9,0.23,0.29,132.1,0.74,0.0,11.0,1.35,19.0,0.0,1.0,Italy (Serie B),0.86,129,0.0,0.1414346895074946,4075000.0
23.0,87.47826086956522,182.0,80.0,29,7.4,1.0,0.42,0.0,0.17,0.0,0.18,0.09,0.76,0.0,0.0,16.4,0.78,0.0,18.0,0.04,6.0,1.0,0.0,Brazil (Campeonato Brasileiro Série B),0.87,129,5.88235294117647,0.0081510934393638,5950000.0
14.0,80.28571428571429,182.0,71.0,25,6.85,0.0,0.5,0.0,0.94,0.24,0.0,0.56,0.94,0.33,0.32,148.0,0.85,2.0,15.0,3.12,76.0,0.0,1.0,France (Ligue 1),0.74,131,0.0,0.1316725978647686,7150000.0
11.0,90.0,177.0,72.0,25,6.98,0.0,0.0,0.0,0.96,0.5,0.18,0.82,0.92,0.0,0.09,146.7,0.69,1.0,14.0,1.0,19.0,0.0,0.0,Italy (Serie B),0.67,109,0.0,0.1481818181818181,1575000.0
25.0,91.08,182.0,73.0,29,7.0,0.0,0.25,0.0,0.3,0.09,0.04,0.47,0.89,0.19,0.32,213.3,0.73,1.0,40.0,1.82,154.0,0.0,1.0,U.S.A. (MLS),0.92,127,0.0,0.0936758893280632,9250000.0
14.0,87.85714285714286,185.0,81.0,21,6.78,0.0,0.2,0.0,0.31,0.12,0.0,0.07,0.94,0.2,0.51,148.2,0.76,0.0,13.0,3.07,107.0,0.0,2.0,Austria (Admiral Bundesliga),0.88,136,0.0,0.1204878048780487,10750000.0
11.0,82.0,180.0,75.0,24,7.05,2.0,0.43,0.0,1.4,0.12,0.3,0.8,0.88,0.6,0.2,125.8,0.73,0.0,20.0,1.3,18.0,2.0,0.0,Italy (Serie C/B),0.81,126,1.4285714285714286,0.1394678492239467,5175000.0
11.0,87.45454545454545,188.0,78.0,22,7.18,2.0,0.5,0.0,1.34,0.31,0.28,1.22,0.88,0.5,0.37,137.7,0.9,1.0,21.0,0.94,12.0,1.0,2.0,Italy (Serie B),0.78,116,1.4925373134328357,0.1431392931392931,3250000.0
11.0,81.81818181818181,182.0,87.0,23,7.21,1.0,0.6,0.0,0.54,1.56,0.1,1.3,0.9,0.3,0.5,118.9,0.54,0.0,21.0,0.7,20.0,1.0,1.0,Italy (Serie B),0.76,126,1.851851851851852,0.1321111111111111,5500000.0
11.0,81.81818181818181,182.0,87.0,23,7.21,1.0,0.6,0.0,0.54,1.56,0.1,1.3,0.9,0.3,0.5,118.9,0.54,0.0,21.0,0.7,20.0,1.0,1.0,Italy (Serie B),0.76,126,1.851851851851852,0.1321111111111111,304000000.0
11.0,88.81818181818181,181.0,74.0,23,7.55,2.0,0.31,0.0,1.39,0.51,0.64,1.57,0.92,0.1,0.37,133.6,0.57,2.0,19.0,0.83,22.0,2.0,0.0,Italy (Serie B),0.88,115,1.4388489208633095,0.1367451381780962,880000.0
21.0,90.0,177.0,74.0,28,6.98,0.0,0.11,0.0,0.41,0.0,0.14,0.43,0.91,0.3,0.14,166.3,0.8,5.0,11.0,2.0,116.0,2.0,2.0,Argentina (Liga Profesional),1.0,121,0.0,0.0879894179894179,3750000.0
11.0,83.0909090909091,187.0,74.0,31,7.16,1.0,0.38,0.0,0.32,0.2,0.0,1.18,0.89,0.28,0.1,122.1,0.67,0.0,24.0,1.18,14.0,2.0,0.0,Spain (LaLiga 2),0.75,130,3.125,0.1335886214442013,9000000.0
11.0,89.27272727272727,187.0,80.0,24,6.81,1.0,0.5,0.0,0.74,0.4,0.0,0.55,0.91,0.11,0.18,136.3,0.65,0.0,12.0,1.1,11.0,0.0,0.0,Italy (Serie B),0.84,118,1.351351351351351,0.1387983706720977,2750000.0
13.0,81.6923076923077,186.0,72.0,21,6.95,0.0,0.13,0.0,1.1,0.39,0.0,0.0,0.95,1.0,0.08,118.9,0.79,2.0,12.0,2.46,85.0,0.0,0.0,Austria (Admiral Bundesliga),0.75,135,0.0,0.1119585687382297,9600000.0
12.0,80.0,178.0,70.0,24,6.73,0.0,0.2,0.0,1.16,0.0,0.0,1.03,0.85,0.4,0.0,130.0,0.74,0.0,15.0,1.59,18.0,0.0,1.0,Italy (Serie A),0.88,124,0.0,0.1354166666666666,2200000.0
18.0,81.83333333333333,175.0,70.0,26,7.14,4.0,0.54,0.0,1.5,0.19,0.06,1.34,0.91,0.23,0.12,204.7,0.65,0.0,9.0,0.98,34.0,1.0,1.0,Belgium (Pro League),0.77,130,2.6666666666666665,0.1389680923285811,11250000.0
15.0,90.66666666666669,183.0,81.0,30,7.13,0.0,0.0,0.0,0.01,0.18,0.0,0.13,0.95,0.0,0.0,146.8,0.85,3.0,17.0,3.11,119.0,0.0,1.0,Holland (Eredivisie),0.85,133,0.0,0.1079411764705882,24500000.0
13.0,86.15384615384616,190.0,85.0,24,7.02,0.0,0.0,0.0,1.07,0.08,0.0,0.0,0.94,0.0,0.24,128.9,0.81,1.0,9.0,2.33,126.0,0.0,0.0,France (Ligue 1),0.56,129,0.0,0.1150892857142857,12550000.0
13.0,91.15384615384616,173.0,68.0,28,6.91,1.0,0.3,0.0,0.49,0.23,0.08,1.37,0.84,0.21,1.97,169.6,0.6,0.0,15.0,2.05,26.0,0.0,8.0,France (Ligue 1),0.88,124,2.0408163265306123,0.1431223628691983,1450001.0
16.0,84.0625,188.0,82.0,23,7.11,0.0,0.33,0.0,0.16,0.62,0.0,0.13,0.96,0.0,0.13,158.5,0.82,3.0,8.0,2.68,138.0,1.0,1.0,Portugal (Primeira Liga),0.88,142,0.0,0.1178438661710037,20750000.0
11.0,91.1818181818182,178.0,64.0,24,6.91,0.0,0.0,0.0,0.06,0.18,0.18,1.26,0.91,0.25,0.45,135.7,0.78,0.0,11.0,2.69,49.0,0.0,1.0,France (Ligue 1),0.91,128,0.0,0.1352941176470588,6600000.0
15.0,86.0,185.0,73.0,28,6.72,0.0,0.2,0.0,0.6,0.0,0.07,0.28,0.96,0.5,0.28,150.3,0.73,3.0,13.0,2.02,122.0,0.0,0.0,Italy (Serie A),0.81,119,0.0,0.1165116279069767,2500000.0
11.0,86.9090909090909,178.0,69.0,23,7.16,2.0,0.2,0.0,2.47,0.52,0.09,1.22,0.89,0.53,0.66,139.2,0.87,0.0,8.0,1.04,16.0,1.0,2.0,Italy (Serie B),0.62,129,0.8097165991902834,0.1456066945606694,2750000.0
22.0,96.9090909090909,180.0,70.0,29,6.9,1.0,0.13,0.0,0.56,0.0,0.17,0.13,0.82,0.14,0.04,91.8,0.63,0.0,10.0,0.42,24.0,0.0,0.0,Brazil (Brasileiro Série A),0.82,134,1.7857142857142856,0.0430581613508442,3200000.0
13.0,82.76923076923077,173.0,67.0,32,7.21,0.0,0.33,0.0,0.51,0.08,0.0,0.84,0.87,0.4,0.42,73.9,0.83,1.0,25.0,1.59,23.0,1.0,0.0,Mexico (Liga BBVA MX),0.77,131,0.0,0.0686802973977695,715000.0
14.0,84.35714285714286,185.0,75.0,28,6.95,0.0,0.2,0.0,0.85,0.0,0.0,0.08,0.93,0.0,0.0,135.3,0.82,2.0,17.0,2.97,95.0,0.0,0.0,Spain (LaLiga),1.0,134,0.0,0.1145639288738357,20000000.0
19.0,86.0,190.0,82.0,26,7.04,1.0,0.27,0.0,1.35,0.0,0.06,0.06,0.86,0.25,0.17,111.1,0.78,2.0,16.0,0.77,74.0,0.0,2.0,Argentina (Liga Profesional),1.0,125,0.7407407407407407,0.0679926560587515,4950000.0
11.0,92.72727272727272,192.0,82.0,25,7.02,0.0,0.0,0.0,0.12,0.0,0.0,0.18,0.89,0.0,0.0,112.5,0.87,4.0,5.0,2.47,107.0,0.0,0.0,Italy (Serie B),0.88,122,0.0,0.1102941176470588,4650000.0
14.0,81.21428571428571,186.0,78.0,27,7.11,1.0,0.25,0.0,0.28,0.09,0.0,1.11,0.93,0.25,1.42,161.7,0.81,5.0,25.0,2.93,75.0,2.0,3.0,England (EFL Championship),0.97,129,3.571428571428571,0.1422163588390501,7200000.0
14.0,81.64285714285714,173.0,68.0,23,7.08,0.0,0.44,0.0,0.94,0.55,0.16,1.26,0.9,0.33,0.08,152.8,0.67,1.0,14.0,0.94,20.0,0.0,2.0,Spain (LaLiga),0.75,137,0.0,0.1336832895888014,10800000.0
13.0,90.0,185.0,81.0,27,7.22,0.0,0.25,0.0,0.03,0.08,0.0,0.62,0.88,0.21,0.38,67.7,0.88,0.0,23.0,1.69,30.0,0.0,0.0,Mexico (Liga BBVA MX),0.88,134,0.0,0.0578632478632478,5600000.0
11.0,81.0,185.0,79.0,27,7.03,0.0,0.25,0.0,0.9,0.0,0.2,0.81,0.94,0.0,0.3,108.1,0.79,1.0,15.0,2.53,71.0,0.0,0.0,France (Ligue 2),1.0,125,0.0,0.1213243546576879,2525000.0
14.0,90.0,179.0,75.0,24,7.1,1.0,0.3,0.0,0.77,0.43,0.07,1.07,0.88,0.36,0.21,168.2,0.68,1.0,7.0,0.93,24.0,2.0,0.0,France (Ligue 1),0.86,142,1.2987012987012987,0.1334920634920635,10050000.0
13.0,90.0,189.0,80.0,28,6.83,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.92,0.0,0.15,132.6,0.78,6.0,15.0,2.23,128.0,0.0,1.0,Italy (Serie A),0.81,125,0.0,0.1133333333333333,2975000.0
33.0,84.42424242424242,183.0,78.0,31,7.14,2.0,0.27,0.0,1.41,0.87,0.26,1.32,0.89,0.2,0.06,346.2,0.7,1.0,36.0,0.94,56.0,0.0,2.0,U.S.A. (MLS),0.8,121,1.4184397163120568,0.1242641780330222,825000.0
13.0,87.23076923076923,180.0,77.0,23,6.97,1.0,0.4,0.0,0.11,0.0,0.0,0.08,0.88,0.0,0.0,68.4,0.63,0.0,19.0,1.51,65.0,0.0,0.0,Mexico (Liga BBVA MX),0.89,126,9.090909090909092,0.0603174603174603,4725000.0
12.0,84.58333333333333,195.0,84.0,23,7.04,1.0,0.25,0.0,0.79,0.44,0.0,0.18,0.96,0.0,0.0,123.6,0.83,3.0,7.0,2.57,92.0,2.0,0.0,France (Ligue 1),0.2,142,1.2658227848101264,0.1217733990147783,31000000.0
12.0,94.66666666666669,177.0,68.0,28,6.84,0.0,0.47,0.0,1.34,0.4,0.0,0.87,0.91,0.15,0.4,157.0,0.56,1.0,22.0,1.03,19.0,0.0,0.0,France (Ligue 1),0.64,126,0.0,0.1382042253521127,5250000.0
16.0,90.0,193.0,83.0,28,7.24,0.0,0.2,0.0,0.45,0.18,0.12,0.19,0.95,0.0,0.12,164.5,0.89,3.0,18.0,2.25,106.0,2.0,0.0,France (Ligue 1),0.87,133,0.0,0.1142361111111111,8000000.0
14.0,82.14285714285714,188.0,85.0,22,6.95,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.95,0.0,0.23,125.7,0.84,1.0,13.0,2.27,104.0,0.0,1.0,Italy (Serie A),0.88,132,0.0,0.1093043478260869,9000000.0
12.0,69.16666666666667,166.0,62.0,29,6.77,2.0,0.25,0.0,1.62,0.43,0.11,1.19,0.86,0.29,1.73,117.7,0.42,0.0,10.0,2.06,5.0,0.0,1.0,France (Ligue 1),0.72,122,1.2345679012345678,0.1418072289156626,5175000.0
15.0,72.0,187.0,81.0,31,6.97,3.0,0.44,0.0,1.12,0.29,0.0,0.92,0.93,0.14,0.42,152.5,0.69,0.0,15.0,1.08,21.0,1.0,1.0,France (Ligue 1),0.76,139,2.6785714285714284,0.1412037037037037,14500000.0
14.0,89.35714285714286,168.0,67.0,26,6.81,0.0,0.0,0.0,0.0,0.07,0.0,1.73,0.9,0.18,1.08,183.5,0.7,0.0,32.0,2.52,47.0,0.0,2.0,France (Ligue 2),0.82,132,0.0,0.1466826538768985,3950000.0
11.0,83.0,177.0,75.0,23,6.99,1.0,0.48,0.0,2.79,0.3,0.2,2.07,0.86,0.16,2.37,141.1,0.48,0.0,15.0,1.08,8.0,2.0,12.0,France (Ligue 1),0.79,122,0.3584229390681003,0.1545454545454545,2587500.0
14.0,92.14285714285714,187.0,84.0,24,7.18,0.0,0.13,0.0,0.49,0.33,0.21,0.35,0.91,0.0,0.28,160.1,0.8,0.0,16.0,2.37,143.0,1.0,0.0,Belgium (Pro League),0.64,126,0.0,0.1241085271317829,9150000.0
18.0,85.22222222222223,179.0,70.0,21,7.18,1.0,0.53,0.0,2.82,1.03,0.35,1.06,0.91,0.33,0.06,207.9,0.6,1.0,22.0,1.11,17.0,1.0,1.0,Austria (Admiral Bundesliga),0.8,145,0.3546099290780142,0.1355280312907431,21000000.0
17.0,90.0,181.0,75.0,26,7.08,0.0,0.17,0.0,0.13,0.23,0.24,0.76,0.89,0.18,0.12,164.5,0.84,2.0,23.0,2.0,61.0,0.0,1.0,Ukraine (Favbet Liha),0.95,143,0.0,0.107516339869281,42000000.0
11.0,76.18181818181819,188.0,82.0,31,6.9,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.96,0.33,0.0,105.0,0.92,3.0,11.0,2.9,66.0,0.0,0.0,Spain (LaLiga),0.86,134,0.0,0.1252983293556085,4625000.0
14.0,82.71428571428571,179.0,70.0,21,7.2,2.0,0.5,0.0,0.53,0.23,0.08,1.87,0.9,0.3,0.39,168.6,0.69,0.0,23.0,1.24,29.0,0.0,0.0,France (Ligue 1),0.7,128,3.773584905660377,0.1455958549222797,12000000.0
11.0,88.72727272727273,184.0,83.0,28,7.05,0.0,0.0,0.0,0.61,0.28,0.0,0.92,0.91,0.4,0.92,138.9,0.81,2.0,13.0,3.04,72.0,1.0,3.0,France (Ligue 1),0.87,124,0.0,0.1423155737704918,5800000.0
12.0,83.41666666666667,189.0,78.0,26,7.1,0.0,0.0,0.0,0.0,0.09,0.36,0.63,0.95,0.0,0.0,117.1,0.86,4.0,7.0,2.7,89.0,2.0,0.0,France (Ligue 1),0.54,128,0.0,0.1169830169830169,5700000.0
13.0,81.15384615384616,175.0,72.0,25,6.92,0.0,0.0,0.0,0.52,1.13,0.09,0.94,0.88,0.17,0.43,146.3,0.7,2.0,14.0,1.71,39.0,1.0,2.0,Spain (LaLiga),0.87,139,0.0,0.1386729857819905,18250000.0
44.0,88.63636363636364,185.0,79.0,28,6.86,0.0,0.15,0.0,2.95,0.11,0.05,0.76,0.9,0.15,0.67,419.9,0.78,2.0,78.0,2.28,145.0,0.0,10.0,Brazil (Brasileiro Série A),0.9,131,0.0,0.1076666666666666,5750000.0
12.0,80.66666666666667,181.0,73.0,28,7.14,0.0,0.0,0.0,0.53,0.19,0.09,1.39,0.92,0.25,0.09,122.8,0.74,1.0,12.0,0.93,17.0,0.0,0.0,France (Ligue 1),0.81,130,0.0,0.1268595041322314,5250000.0
30.0,97.73333333333332,182.0,77.0,30,7.17,2.0,0.11,0.0,1.26,0.26,0.09,0.34,0.89,0.21,0.21,207.3,0.75,0.0,46.0,1.35,105.0,0.0,2.0,Brazil (Brasileiro Série A),0.9,132,1.5873015873015872,0.0707025920873124,2587500.0
